"Band Name","Name","Downlink Cyclic Prefix","Downlink Cyclic Prefix Duration (µs)","Number of OFDM Symbols per Slot","OFDM Symbol Duration (µs)","Uplink Cyclic Prefix","Uplink Cyclic Prefix Duration (µs)","Number of SC-FDMA Symbols per Slot","SC-FDMA Symbol Duration (µs)","Uplink Number of Symbols per Slot","Sounding Reference Signal - Number of Resource Blocks","Number of PDCCH Symbols per Subframe","Number of PUCCH Resource Blocks","Uplink Overhead (%)","Preamble Format","PRACH Resources Per Frame"
"LteFddBand","Frame Configuration","Normal","4.76","7","71.42667","Normal","4.76","7","71.42667","1","20","1","1","29.6514549","0","2"
