"Base Station Type Name","Max Inter-carrier Neighbors","Max Intra-carrier Neighbors","Downlink Modulation: 16QAM-1/2","Downlink Modulation: 16QAM-2/3","Downlink Modulation: 16QAM-4/5","Downlink Modulation: 64QAM-2/3","Downlink Modulation: 64QAM-4/5","Downlink Modulation: QPSK-1/2","Downlink Modulation: QPSK-1/3","Downlink Modulation: QPSK-2/3","Downlink Modulation: QPSK-4/5","MBSFN Modulation: 16QAM-1/2","MBSFN Modulation: 16QAM-2/3","MBSFN Modulation: 16QAM-4/5","MBSFN Modulation: 64QAM-2/3","MBSFN Modulation: 64QAM-4/5","MBSFN Modulation: QPSK-1/2","MBSFN Modulation: QPSK-1/3","MBSFN Modulation: QPSK-2/3","MBSFN Modulation: QPSK-4/5","Uplink Modulation: 16QAM-1/2","Uplink Modulation: 16QAM-2/3","Uplink Modulation: QPSK-1/2","Uplink Modulation: QPSK-1/3","Uplink Modulation: QPSK-4/5"
"LTE FDD_BTS_1","15","15","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True"
