"Site ID","Sector ID","Antenna ID","Port Name","Downlink","Uplink"
"Site_1879","3","3","Port 1","False","False"
"Site_1879","3","3","Port 2","True","True"
"Site_188","1","1","Port 1","False","False"
"Site_188","1","1","Port 2","True","True"
"Site_188","2","2","Port 1","False","False"
"Site_188","2","2","Port 2","True","True"
"Site_188","3","3","Port 1","False","False"
"Site_188","3","3","Port 2","True","True"
"Site_1880","1","1","Port 1","False","False"
"Site_1880","1","1","Port 2","True","True"
"Site_1880","2","2","Port 1","False","False"
"Site_1880","2","2","Port 2","True","True"
"Site_1880","3","3","Port 1","False","False"
"Site_1880","3","3","Port 2","True","True"
"Site_1881","1","1","Port 1","False","False"
"Site_1881","1","1","Port 2","True","True"
"Site_1881","2","2","Port 1","False","False"
"Site_1881","2","2","Port 2","True","True"
"Site_1881","3","3","Port 1","False","False"
"Site_1881","3","3","Port 2","True","True"
"Site_1882","1","1","Port 1","False","False"
"Site_1882","1","1","Port 2","True","True"
"Site_1882","2","2","Port 1","False","False"
"Site_1882","2","2","Port 2","True","True"
"Site_1882","3","3","Port 1","False","False"
"Site_1882","3","3","Port 2","True","True"
"Site_1883","1","1","Port 1","False","False"
"Site_1883","1","1","Port 2","True","True"
"Site_1883","2","2","Port 1","False","False"
"Site_1883","2","2","Port 2","True","True"
"Site_1883","3","3","Port 1","False","False"
"Site_1883","3","3","Port 2","True","True"
"Site_1884","1","1","Port 1","False","False"
"Site_1884","1","1","Port 2","True","True"
"Site_1884","2","2","Port 1","False","False"
"Site_1884","2","2","Port 2","True","True"
"Site_1884","3","3","Port 1","False","False"
"Site_1884","3","3","Port 2","True","True"
"Site_1885","1","1","Port 1","False","False"
"Site_1885","1","1","Port 2","True","True"
"Site_1885","2","2","Port 1","False","False"
"Site_1885","2","2","Port 2","True","True"
"Site_1885","3","3","Port 1","False","False"
"Site_1885","3","3","Port 2","True","True"
"Site_1886","1","1","Port 1","False","False"
"Site_1886","1","1","Port 2","True","True"
"Site_1886","2","2","Port 1","False","False"
"Site_1886","2","2","Port 2","True","True"
"Site_1886","3","3","Port 1","False","False"
"Site_1886","3","3","Port 2","True","True"
"Site_1887","1","1","Port 1","False","False"
"Site_1887","1","1","Port 2","True","True"
"Site_1887","2","2","Port 1","False","False"
"Site_1887","2","2","Port 2","True","True"
"Site_1887","3","3","Port 1","False","False"
"Site_1887","3","3","Port 2","True","True"
"Site_1888","1","1","Port 1","False","False"
"Site_1888","1","1","Port 2","True","True"
"Site_1888","2","2","Port 1","False","False"
"Site_1888","2","2","Port 2","True","True"
"Site_1888","3","3","Port 1","False","False"
"Site_1888","3","3","Port 2","True","True"
"Site_1889","1","1","Port 1","False","False"
"Site_1889","1","1","Port 2","True","True"
"Site_1889","2","2","Port 1","False","False"
"Site_1889","2","2","Port 2","True","True"
"Site_1889","3","3","Port 1","False","False"
"Site_1889","3","3","Port 2","True","True"
"Site_189","1","1","Port 1","False","False"
"Site_189","1","1","Port 2","True","True"
"Site_189","2","2","Port 1","False","False"
"Site_189","2","2","Port 2","True","True"
"Site_189","3","3","Port 1","False","False"
"Site_189","3","3","Port 2","True","True"
"Site_1890","1","1","Port 1","False","False"
"Site_1890","1","1","Port 2","True","True"
"Site_1890","2","2","Port 1","False","False"
"Site_1890","2","2","Port 2","True","True"
"Site_1890","3","3","Port 1","False","False"
"Site_1890","3","3","Port 2","True","True"
"Site_1891","1","1","Port 1","False","False"
"Site_1891","1","1","Port 2","True","True"
"Site_1891","2","2","Port 1","False","False"
"Site_1891","2","2","Port 2","True","True"
"Site_1891","3","3","Port 1","False","False"
"Site_1891","3","3","Port 2","True","True"
"Site_1892","1","1","Port 1","False","False"
"Site_1892","1","1","Port 2","True","True"
"Site_1892","2","2","Port 1","False","False"
"Site_1892","2","2","Port 2","True","True"
"Site_1892","3","3","Port 1","False","False"
"Site_1892","3","3","Port 2","True","True"
"Site_1893","1","1","Port 1","False","False"
"Site_1893","1","1","Port 2","True","True"
"Site_1893","2","2","Port 1","False","False"
"Site_1893","2","2","Port 2","True","True"
"Site_1893","3","3","Port 1","False","False"
"Site_1893","3","3","Port 2","True","True"
"Site_1894","1","1","Port 1","False","False"
"Site_1894","1","1","Port 2","True","True"
"Site_1894","2","2","Port 1","False","False"
"Site_1894","2","2","Port 2","True","True"
"Site_1894","3","3","Port 1","False","False"
"Site_1894","3","3","Port 2","True","True"
"Site_1895","1","1","Port 1","False","False"
"Site_1895","1","1","Port 2","True","True"
"Site_1895","2","2","Port 1","False","False"
"Site_1895","2","2","Port 2","True","True"
"Site_1895","3","3","Port 1","False","False"
"Site_1895","3","3","Port 2","True","True"
"Site_1896","1","1","Port 1","False","False"
"Site_1896","1","1","Port 2","True","True"
"Site_1896","2","2","Port 1","False","False"
"Site_1896","2","2","Port 2","True","True"
"Site_1896","3","3","Port 1","False","False"
"Site_1896","3","3","Port 2","True","True"
"Site_1897","1","1","Port 1","False","False"
"Site_1897","1","1","Port 2","True","True"
"Site_1897","2","2","Port 1","False","False"
"Site_1897","2","2","Port 2","True","True"
"Site_1897","3","3","Port 1","False","False"
"Site_1897","3","3","Port 2","True","True"
"Site_1898","1","1","Port 1","False","False"
"Site_1898","1","1","Port 2","True","True"
"Site_1898","2","2","Port 1","False","False"
"Site_1898","2","2","Port 2","True","True"
"Site_1898","3","3","Port 1","False","False"
"Site_1898","3","3","Port 2","True","True"
"Site_1899","1","1","Port 1","False","False"
"Site_1899","1","1","Port 2","True","True"
"Site_1899","2","2","Port 1","False","False"
"Site_1899","2","2","Port 2","True","True"
"Site_1899","3","3","Port 1","False","False"
"Site_1899","3","3","Port 2","True","True"
"Site_19","1","1","Port 1","False","False"
"Site_19","1","1","Port 2","True","True"
"Site_19","2","2","Port 1","False","False"
"Site_19","2","2","Port 2","True","True"
"Site_19","3","3","Port 1","False","False"
"Site_19","3","3","Port 2","True","True"
"Site_190","1","1","Port 1","False","False"
"Site_190","1","1","Port 2","True","True"
"Site_190","2","2","Port 1","False","False"
"Site_190","2","2","Port 2","True","True"
"Site_190","3","3","Port 1","False","False"
"Site_190","3","3","Port 2","True","True"
"Site_1900","1","1","Port 1","False","False"
"Site_1900","1","1","Port 2","True","True"
"Site_1900","2","2","Port 1","False","False"
"Site_1900","2","2","Port 2","True","True"
"Site_1900","3","3","Port 1","False","False"
"Site_1900","3","3","Port 2","True","True"
"Site_1901","1","1","Port 1","False","False"
"Site_1901","1","1","Port 2","True","True"
"Site_1901","2","2","Port 1","False","False"
"Site_1901","2","2","Port 2","True","True"
"Site_1901","3","3","Port 1","False","False"
"Site_1901","3","3","Port 2","True","True"
"Site_1902","1","1","Port 1","False","False"
"Site_1902","1","1","Port 2","True","True"
"Site_1902","2","2","Port 1","False","False"
"Site_1902","2","2","Port 2","True","True"
"Site_1902","3","3","Port 1","False","False"
"Site_1902","3","3","Port 2","True","True"
"Site_1903","1","1","Port 1","False","False"
"Site_1903","1","1","Port 2","True","True"
"Site_1903","2","2","Port 1","False","False"
"Site_1903","2","2","Port 2","True","True"
"Site_1903","3","3","Port 1","False","False"
"Site_1903","3","3","Port 2","True","True"
"Site_1904","1","1","Port 1","False","False"
"Site_1904","1","1","Port 2","True","True"
"Site_1904","2","2","Port 1","False","False"
"Site_1904","2","2","Port 2","True","True"
"Site_1904","3","3","Port 1","False","False"
"Site_1904","3","3","Port 2","True","True"
"Site_1905","1","1","Port 1","False","False"
"Site_1905","1","1","Port 2","True","True"
"Site_1905","2","2","Port 1","False","False"
"Site_1905","2","2","Port 2","True","True"
"Site_1905","3","3","Port 1","False","False"
"Site_1905","3","3","Port 2","True","True"
"Site_1906","1","1","Port 1","False","False"
"Site_1906","1","1","Port 2","True","True"
"Site_1906","2","2","Port 1","False","False"
"Site_1906","2","2","Port 2","True","True"
"Site_1906","3","3","Port 1","False","False"
"Site_1906","3","3","Port 2","True","True"
"Site_1907","1","1","Port 1","False","False"
"Site_1907","1","1","Port 2","True","True"
"Site_1907","2","2","Port 1","False","False"
"Site_1907","2","2","Port 2","True","True"
"Site_1907","3","3","Port 1","False","False"
"Site_1907","3","3","Port 2","True","True"
"Site_1908","1","1","Port 1","False","False"
"Site_1908","1","1","Port 2","True","True"
"Site_1908","2","2","Port 1","False","False"
"Site_1908","2","2","Port 2","True","True"
"Site_1908","3","3","Port 1","False","False"
"Site_1908","3","3","Port 2","True","True"
"Site_1909","1","1","Port 1","False","False"
"Site_1909","1","1","Port 2","True","True"
"Site_1909","2","2","Port 1","False","False"
"Site_1909","2","2","Port 2","True","True"
"Site_1909","3","3","Port 1","False","False"
"Site_1909","3","3","Port 2","True","True"
"Site_191","1","1","Port 1","False","False"
"Site_191","1","1","Port 2","True","True"
"Site_191","2","2","Port 1","False","False"
"Site_191","2","2","Port 2","True","True"
"Site_191","3","3","Port 1","False","False"
"Site_191","3","3","Port 2","True","True"
"Site_1910","1","1","Port 1","False","False"
"Site_1910","1","1","Port 2","True","True"
"Site_1910","2","2","Port 1","False","False"
"Site_1910","2","2","Port 2","True","True"
"Site_1910","3","3","Port 1","False","False"
"Site_1910","3","3","Port 2","True","True"
"Site_1911","1","1","Port 1","False","False"
"Site_1911","1","1","Port 2","True","True"
"Site_1911","2","2","Port 1","False","False"
"Site_1911","2","2","Port 2","True","True"
"Site_1911","3","3","Port 1","False","False"
"Site_1911","3","3","Port 2","True","True"
"Site_1912","1","1","Port 1","False","False"
"Site_1912","1","1","Port 2","True","True"
"Site_1912","2","2","Port 1","False","False"
"Site_1912","2","2","Port 2","True","True"
"Site_1912","3","3","Port 1","False","False"
"Site_1912","3","3","Port 2","True","True"
"Site_1913","1","1","Port 1","False","False"
"Site_1913","1","1","Port 2","True","True"
"Site_1913","2","2","Port 1","False","False"
"Site_1913","2","2","Port 2","True","True"
"Site_1913","3","3","Port 1","False","False"
"Site_1913","3","3","Port 2","True","True"
"Site_1914","1","1","Port 1","False","False"
"Site_1914","1","1","Port 2","True","True"
"Site_1914","2","2","Port 1","False","False"
"Site_1914","2","2","Port 2","True","True"
"Site_1914","3","3","Port 1","False","False"
"Site_1914","3","3","Port 2","True","True"
"Site_1915","1","1","Port 1","False","False"
"Site_1915","1","1","Port 2","True","True"
"Site_1915","2","2","Port 1","False","False"
"Site_1915","2","2","Port 2","True","True"
"Site_1915","3","3","Port 1","False","False"
"Site_1915","3","3","Port 2","True","True"
"Site_1916","1","1","Port 1","False","False"
"Site_1916","1","1","Port 2","True","True"
"Site_1916","2","2","Port 1","False","False"
"Site_1916","2","2","Port 2","True","True"
"Site_1916","3","3","Port 1","False","False"
"Site_1916","3","3","Port 2","True","True"
"Site_1917","1","1","Port 1","False","False"
"Site_1917","1","1","Port 2","True","True"
"Site_1917","2","2","Port 1","False","False"
"Site_1917","2","2","Port 2","True","True"
"Site_1917","3","3","Port 1","False","False"
"Site_1917","3","3","Port 2","True","True"
"Site_1918","1","1","Port 1","False","False"
"Site_1918","1","1","Port 2","True","True"
"Site_1918","2","2","Port 1","False","False"
"Site_1918","2","2","Port 2","True","True"
"Site_1918","3","3","Port 1","False","False"
"Site_1918","3","3","Port 2","True","True"
"Site_1919","1","1","Port 1","False","False"
"Site_1919","1","1","Port 2","True","True"
"Site_1919","2","2","Port 1","False","False"
"Site_1919","2","2","Port 2","True","True"
"Site_1919","3","3","Port 1","False","False"
"Site_1919","3","3","Port 2","True","True"
"Site_192","1","1","Port 1","False","False"
"Site_192","1","1","Port 2","True","True"
"Site_192","2","2","Port 1","False","False"
"Site_192","2","2","Port 2","True","True"
"Site_192","3","3","Port 1","False","False"
"Site_192","3","3","Port 2","True","True"
"Site_1920","1","1","Port 1","False","False"
"Site_1920","1","1","Port 2","True","True"
"Site_1920","2","2","Port 1","False","False"
"Site_1920","2","2","Port 2","True","True"
"Site_1920","3","3","Port 1","False","False"
"Site_1920","3","3","Port 2","True","True"
"Site_1921","1","1","Port 1","False","False"
"Site_1921","1","1","Port 2","True","True"
"Site_1921","2","2","Port 1","False","False"
"Site_1921","2","2","Port 2","True","True"
"Site_1921","3","3","Port 1","False","False"
"Site_1921","3","3","Port 2","True","True"
"Site_1922","1","1","Port 1","False","False"
"Site_1922","1","1","Port 2","True","True"
"Site_1922","2","2","Port 1","False","False"
"Site_1922","2","2","Port 2","True","True"
"Site_1922","3","3","Port 1","False","False"
"Site_1922","3","3","Port 2","True","True"
"Site_1923","1","1","Port 1","False","False"
"Site_1923","1","1","Port 2","True","True"
"Site_1923","2","2","Port 1","False","False"
"Site_1923","2","2","Port 2","True","True"
"Site_1923","3","3","Port 1","False","False"
"Site_1923","3","3","Port 2","True","True"
"Site_1924","1","1","Port 1","False","False"
"Site_1924","1","1","Port 2","True","True"
"Site_1924","2","2","Port 1","False","False"
"Site_1924","2","2","Port 2","True","True"
"Site_1924","3","3","Port 1","False","False"
"Site_1924","3","3","Port 2","True","True"
"Site_1925","1","1","Port 1","False","False"
"Site_1925","1","1","Port 2","True","True"
"Site_1925","2","2","Port 1","False","False"
"Site_1925","2","2","Port 2","True","True"
"Site_1925","3","3","Port 1","False","False"
"Site_1925","3","3","Port 2","True","True"
"Site_1926","1","1","Port 1","False","False"
"Site_1926","1","1","Port 2","True","True"
"Site_1926","2","2","Port 1","False","False"
"Site_1926","2","2","Port 2","True","True"
"Site_1926","3","3","Port 1","False","False"
"Site_1926","3","3","Port 2","True","True"
"Site_1927","1","1","Port 1","False","False"
"Site_1927","1","1","Port 2","True","True"
"Site_1927","2","2","Port 1","False","False"
"Site_1927","2","2","Port 2","True","True"
"Site_1927","3","3","Port 1","False","False"
"Site_1927","3","3","Port 2","True","True"
"Site_1928","1","1","Port 1","False","False"
"Site_1928","1","1","Port 2","True","True"
"Site_1928","2","2","Port 1","False","False"
"Site_1928","2","2","Port 2","True","True"
"Site_1928","3","3","Port 1","False","False"
"Site_1928","3","3","Port 2","True","True"
"Site_1929","1","1","Port 1","False","False"
"Site_1929","1","1","Port 2","True","True"
"Site_1929","2","2","Port 1","False","False"
"Site_1929","2","2","Port 2","True","True"
"Site_1929","3","3","Port 1","False","False"
"Site_1929","3","3","Port 2","True","True"
"Site_193","1","1","Port 1","False","False"
"Site_193","1","1","Port 2","True","True"
"Site_193","2","2","Port 1","False","False"
"Site_193","2","2","Port 2","True","True"
"Site_193","3","3","Port 1","False","False"
"Site_193","3","3","Port 2","True","True"
"Site_1930","1","1","Port 1","False","False"
"Site_1930","1","1","Port 2","True","True"
"Site_1930","2","2","Port 1","False","False"
"Site_1930","2","2","Port 2","True","True"
"Site_1930","3","3","Port 1","False","False"
"Site_1930","3","3","Port 2","True","True"
"Site_1931","1","1","Port 1","False","False"
"Site_1931","1","1","Port 2","True","True"
"Site_1931","2","2","Port 1","False","False"
"Site_1931","2","2","Port 2","True","True"
"Site_1931","3","3","Port 1","False","False"
"Site_1931","3","3","Port 2","True","True"
"Site_1932","1","1","Port 1","False","False"
"Site_1932","1","1","Port 2","True","True"
"Site_1932","2","2","Port 1","False","False"
"Site_1932","2","2","Port 2","True","True"
"Site_1932","3","3","Port 1","False","False"
"Site_1932","3","3","Port 2","True","True"
"Site_1933","1","1","Port 1","False","False"
"Site_1933","1","1","Port 2","True","True"
"Site_1933","2","2","Port 1","False","False"
"Site_1933","2","2","Port 2","True","True"
"Site_1933","3","3","Port 1","False","False"
"Site_1933","3","3","Port 2","True","True"
"Site_1934","1","1","Port 1","False","False"
"Site_1934","1","1","Port 2","True","True"
"Site_1934","2","2","Port 1","False","False"
"Site_1934","2","2","Port 2","True","True"
"Site_1934","3","3","Port 1","False","False"
"Site_1934","3","3","Port 2","True","True"
"Site_1935","1","1","Port 1","False","False"
"Site_1935","1","1","Port 2","True","True"
"Site_1935","2","2","Port 1","False","False"
"Site_1935","2","2","Port 2","True","True"
"Site_1935","3","3","Port 1","False","False"
"Site_1935","3","3","Port 2","True","True"
"Site_1936","1","1","Port 1","False","False"
"Site_1936","1","1","Port 2","True","True"
"Site_1936","2","2","Port 1","False","False"
"Site_1936","2","2","Port 2","True","True"
"Site_1936","3","3","Port 1","False","False"
"Site_1936","3","3","Port 2","True","True"
"Site_1937","1","1","Port 1","False","False"
"Site_1937","1","1","Port 2","True","True"
"Site_1937","2","2","Port 1","False","False"
"Site_1937","2","2","Port 2","True","True"
"Site_1937","3","3","Port 1","False","False"
"Site_1937","3","3","Port 2","True","True"
"Site_1938","1","1","Port 1","False","False"
"Site_1938","1","1","Port 2","True","True"
"Site_1938","2","2","Port 1","False","False"
"Site_1938","2","2","Port 2","True","True"
"Site_1938","3","3","Port 1","False","False"
"Site_1938","3","3","Port 2","True","True"
"Site_1939","1","1","Port 1","False","False"
"Site_1939","1","1","Port 2","True","True"
"Site_1939","2","2","Port 1","False","False"
"Site_1939","2","2","Port 2","True","True"
"Site_1939","3","3","Port 1","False","False"
"Site_1939","3","3","Port 2","True","True"
"Site_194","1","1","Port 1","False","False"
"Site_194","1","1","Port 2","True","True"
"Site_194","2","2","Port 1","False","False"
"Site_194","2","2","Port 2","True","True"
"Site_194","3","3","Port 1","False","False"
"Site_194","3","3","Port 2","True","True"
"Site_1940","1","1","Port 1","False","False"
"Site_1940","1","1","Port 2","True","True"
"Site_1940","2","2","Port 1","False","False"
"Site_1940","2","2","Port 2","True","True"
"Site_1940","3","3","Port 1","False","False"
"Site_1940","3","3","Port 2","True","True"
"Site_1941","1","1","Port 1","False","False"
"Site_1941","1","1","Port 2","True","True"
"Site_1941","2","2","Port 1","False","False"
"Site_1941","2","2","Port 2","True","True"
"Site_1941","3","3","Port 1","False","False"
"Site_1941","3","3","Port 2","True","True"
"Site_1942","1","1","Port 1","False","False"
"Site_1942","1","1","Port 2","True","True"
"Site_1942","2","2","Port 1","False","False"
"Site_1942","2","2","Port 2","True","True"
"Site_1942","3","3","Port 1","False","False"
"Site_1942","3","3","Port 2","True","True"
"Site_1943","1","1","Port 1","False","False"
"Site_1943","1","1","Port 2","True","True"
"Site_1943","2","2","Port 1","False","False"
"Site_1943","2","2","Port 2","True","True"
"Site_1943","3","3","Port 1","False","False"
"Site_1943","3","3","Port 2","True","True"
"Site_1944","1","1","Port 1","False","False"
"Site_1944","1","1","Port 2","True","True"
"Site_1944","2","2","Port 1","False","False"
"Site_1944","2","2","Port 2","True","True"
"Site_1944","3","3","Port 1","False","False"
"Site_1944","3","3","Port 2","True","True"
"Site_1945","1","1","Port 1","False","False"
"Site_1945","1","1","Port 2","True","True"
"Site_1945","2","2","Port 1","False","False"
"Site_1945","2","2","Port 2","True","True"
"Site_1945","3","3","Port 1","False","False"
"Site_1945","3","3","Port 2","True","True"
"Site_1946","1","1","Port 1","False","False"
"Site_1946","1","1","Port 2","True","True"
"Site_1946","2","2","Port 1","False","False"
"Site_1946","2","2","Port 2","True","True"
"Site_1946","3","3","Port 1","False","False"
"Site_1946","3","3","Port 2","True","True"
"Site_1947","1","1","Port 1","False","False"
"Site_1947","1","1","Port 2","True","True"
"Site_1947","2","2","Port 1","False","False"
"Site_1947","2","2","Port 2","True","True"
"Site_1947","3","3","Port 1","False","False"
"Site_1947","3","3","Port 2","True","True"
"Site_1948","1","1","Port 1","False","False"
"Site_1948","1","1","Port 2","True","True"
"Site_1948","2","2","Port 1","False","False"
"Site_1948","2","2","Port 2","True","True"
"Site_1948","3","3","Port 1","False","False"
"Site_1948","3","3","Port 2","True","True"
"Site_1949","1","1","Port 1","False","False"
"Site_1949","1","1","Port 2","True","True"
"Site_1949","2","2","Port 1","False","False"
"Site_1949","2","2","Port 2","True","True"
"Site_1949","3","3","Port 1","False","False"
"Site_1949","3","3","Port 2","True","True"
"Site_195","1","1","Port 1","False","False"
"Site_195","1","1","Port 2","True","True"
"Site_195","2","2","Port 1","False","False"
"Site_195","2","2","Port 2","True","True"
"Site_195","3","3","Port 1","False","False"
"Site_195","3","3","Port 2","True","True"
"Site_1950","1","1","Port 1","False","False"
"Site_1950","1","1","Port 2","True","True"
"Site_1950","2","2","Port 1","False","False"
"Site_1950","2","2","Port 2","True","True"
"Site_1950","3","3","Port 1","False","False"
"Site_1950","3","3","Port 2","True","True"
"Site_1951","1","1","Port 1","False","False"
"Site_1951","1","1","Port 2","True","True"
"Site_1951","2","2","Port 1","False","False"
"Site_1951","2","2","Port 2","True","True"
"Site_1951","3","3","Port 1","False","False"
"Site_1951","3","3","Port 2","True","True"
"Site_1952","1","1","Port 1","False","False"
"Site_1952","1","1","Port 2","True","True"
"Site_1952","2","2","Port 1","False","False"
"Site_1952","2","2","Port 2","True","True"
"Site_1952","3","3","Port 1","False","False"
"Site_1952","3","3","Port 2","True","True"
"Site_1953","1","1","Port 1","False","False"
"Site_1953","1","1","Port 2","True","True"
"Site_1953","2","2","Port 1","False","False"
"Site_1953","2","2","Port 2","True","True"
"Site_1953","3","3","Port 1","False","False"
"Site_1953","3","3","Port 2","True","True"
"Site_1954","1","1","Port 1","False","False"
"Site_1954","1","1","Port 2","True","True"
"Site_1954","2","2","Port 1","False","False"
"Site_1954","2","2","Port 2","True","True"
"Site_1954","3","3","Port 1","False","False"
"Site_1954","3","3","Port 2","True","True"
"Site_1955","1","1","Port 1","False","False"
"Site_1955","1","1","Port 2","True","True"
"Site_1955","2","2","Port 1","False","False"
"Site_1955","2","2","Port 2","True","True"
"Site_1955","3","3","Port 1","False","False"
"Site_1955","3","3","Port 2","True","True"
"Site_1956","1","1","Port 1","False","False"
"Site_1956","1","1","Port 2","True","True"
"Site_1956","2","2","Port 1","False","False"
"Site_1956","2","2","Port 2","True","True"
"Site_1956","3","3","Port 1","False","False"
"Site_1956","3","3","Port 2","True","True"
"Site_1957","1","1","Port 1","False","False"
"Site_1957","1","1","Port 2","True","True"
"Site_1957","2","2","Port 1","False","False"
"Site_1957","2","2","Port 2","True","True"
"Site_1957","3","3","Port 1","False","False"
"Site_1957","3","3","Port 2","True","True"
"Site_1958","1","1","Port 1","False","False"
"Site_1958","1","1","Port 2","True","True"
"Site_1958","2","2","Port 1","False","False"
"Site_1958","2","2","Port 2","True","True"
"Site_1958","3","3","Port 1","False","False"
"Site_1958","3","3","Port 2","True","True"
"Site_1959","1","1","Port 1","False","False"
"Site_1959","1","1","Port 2","True","True"
"Site_1959","2","2","Port 1","False","False"
"Site_1959","2","2","Port 2","True","True"
"Site_1959","3","3","Port 1","False","False"
"Site_1959","3","3","Port 2","True","True"
"Site_196","1","1","Port 1","False","False"
"Site_196","1","1","Port 2","True","True"
"Site_196","2","2","Port 1","False","False"
"Site_196","2","2","Port 2","True","True"
"Site_196","3","3","Port 1","False","False"
"Site_196","3","3","Port 2","True","True"
"Site_1960","1","1","Port 1","False","False"
"Site_1960","1","1","Port 2","True","True"
"Site_1960","2","2","Port 1","False","False"
"Site_1960","2","2","Port 2","True","True"
"Site_1960","3","3","Port 1","False","False"
"Site_1960","3","3","Port 2","True","True"
"Site_1961","1","1","Port 1","False","False"
"Site_1961","1","1","Port 2","True","True"
"Site_1961","2","2","Port 1","False","False"
"Site_1961","2","2","Port 2","True","True"
"Site_1961","3","3","Port 1","False","False"
"Site_1961","3","3","Port 2","True","True"
"Site_1962","1","1","Port 1","False","False"
"Site_1962","1","1","Port 2","True","True"
"Site_1962","2","2","Port 1","False","False"
"Site_1962","2","2","Port 2","True","True"
"Site_1962","3","3","Port 1","False","False"
"Site_1962","3","3","Port 2","True","True"
"Site_1963","1","1","Port 1","False","False"
"Site_1963","1","1","Port 2","True","True"
"Site_1963","2","2","Port 1","False","False"
"Site_1963","2","2","Port 2","True","True"
"Site_1963","3","3","Port 1","False","False"
"Site_1963","3","3","Port 2","True","True"
"Site_1964","1","1","Port 1","False","False"
"Site_1964","1","1","Port 2","True","True"
"Site_1964","2","2","Port 1","False","False"
"Site_1964","2","2","Port 2","True","True"
"Site_1964","3","3","Port 1","False","False"
"Site_1964","3","3","Port 2","True","True"
"Site_1965","1","1","Port 1","False","False"
"Site_1965","1","1","Port 2","True","True"
"Site_1965","2","2","Port 1","False","False"
"Site_1965","2","2","Port 2","True","True"
"Site_1965","3","3","Port 1","False","False"
"Site_1965","3","3","Port 2","True","True"
"Site_1966","1","1","Port 1","False","False"
"Site_1966","1","1","Port 2","True","True"
"Site_1966","2","2","Port 1","False","False"
"Site_1966","2","2","Port 2","True","True"
"Site_1966","3","3","Port 1","False","False"
"Site_1966","3","3","Port 2","True","True"
"Site_1967","1","1","Port 1","False","False"
"Site_1967","1","1","Port 2","True","True"
"Site_1967","2","2","Port 1","False","False"
"Site_1967","2","2","Port 2","True","True"
"Site_1967","3","3","Port 1","False","False"
"Site_1967","3","3","Port 2","True","True"
"Site_1968","1","1","Port 1","False","False"
"Site_1968","1","1","Port 2","True","True"
"Site_1968","2","2","Port 1","False","False"
"Site_1968","2","2","Port 2","True","True"
"Site_1968","3","3","Port 1","False","False"
"Site_1968","3","3","Port 2","True","True"
"Site_1969","1","1","Port 1","False","False"
"Site_1969","1","1","Port 2","True","True"
"Site_1969","2","2","Port 1","False","False"
"Site_1969","2","2","Port 2","True","True"
"Site_1969","3","3","Port 1","False","False"
"Site_1969","3","3","Port 2","True","True"
"Site_197","1","1","Port 1","False","False"
"Site_197","1","1","Port 2","True","True"
"Site_197","2","2","Port 1","False","False"
"Site_197","2","2","Port 2","True","True"
"Site_197","3","3","Port 1","False","False"
"Site_197","3","3","Port 2","True","True"
"Site_1970","1","1","Port 1","False","False"
"Site_1970","1","1","Port 2","True","True"
"Site_1970","2","2","Port 1","False","False"
"Site_1970","2","2","Port 2","True","True"
"Site_1970","3","3","Port 1","False","False"
"Site_1970","3","3","Port 2","True","True"
"Site_1971","1","1","Port 1","False","False"
"Site_1971","1","1","Port 2","True","True"
"Site_1971","2","2","Port 1","False","False"
"Site_1971","2","2","Port 2","True","True"
"Site_1971","3","3","Port 1","False","False"
"Site_1971","3","3","Port 2","True","True"
"Site_1972","1","1","Port 1","False","False"
"Site_1972","1","1","Port 2","True","True"
"Site_1972","2","2","Port 1","False","False"
"Site_1972","2","2","Port 2","True","True"
"Site_1972","3","3","Port 1","False","False"
"Site_1972","3","3","Port 2","True","True"
"Site_1973","1","1","Port 1","False","False"
"Site_1973","1","1","Port 2","True","True"
"Site_1973","2","2","Port 1","False","False"
"Site_1973","2","2","Port 2","True","True"
"Site_1973","3","3","Port 1","False","False"
"Site_1973","3","3","Port 2","True","True"
"Site_1974","1","1","Port 1","False","False"
"Site_1974","1","1","Port 2","True","True"
"Site_1974","2","2","Port 1","False","False"
"Site_1974","2","2","Port 2","True","True"
"Site_1974","3","3","Port 1","False","False"
"Site_1974","3","3","Port 2","True","True"
"Site_1975","1","1","Port 1","False","False"
"Site_1975","1","1","Port 2","True","True"
"Site_1975","2","2","Port 1","False","False"
"Site_1975","2","2","Port 2","True","True"
"Site_1975","3","3","Port 1","False","False"
"Site_1975","3","3","Port 2","True","True"
"Site_1976","1","1","Port 1","False","False"
"Site_1976","1","1","Port 2","True","True"
"Site_1976","2","2","Port 1","False","False"
"Site_1976","2","2","Port 2","True","True"
"Site_1976","3","3","Port 1","False","False"
"Site_1976","3","3","Port 2","True","True"
"Site_1977","1","1","Port 1","False","False"
"Site_1977","1","1","Port 2","True","True"
"Site_1977","2","2","Port 1","False","False"
"Site_1977","2","2","Port 2","True","True"
"Site_1977","3","3","Port 1","False","False"
"Site_1977","3","3","Port 2","True","True"
"Site_1978","1","1","Port 1","False","False"
"Site_1978","1","1","Port 2","True","True"
"Site_1978","2","2","Port 1","False","False"
"Site_1978","2","2","Port 2","True","True"
"Site_1978","3","3","Port 1","False","False"
"Site_1978","3","3","Port 2","True","True"
"Site_1979","1","1","Port 1","False","False"
"Site_1979","1","1","Port 2","True","True"
"Site_1979","2","2","Port 1","False","False"
"Site_1979","2","2","Port 2","True","True"
"Site_1979","3","3","Port 1","False","False"
"Site_1979","3","3","Port 2","True","True"
