"Site ID","Sector ID","Carrier Name","Cell ID","E-UTRAN Cell ID","Downlink Load (%)","Uplink Load (%)","Maximum Downlink Load (%)","Maximum Uplink Load (%)","Uplink Noise Rise (dB)","FFR Usage (%)","Almost Blank Subframes (%)"
"Site_2113","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2113","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2114","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2114","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2114","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2115","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2115","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2115","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2116","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2116","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2116","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2117","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2117","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2117","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2118","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2118","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2118","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2119","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2119","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2119","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_212","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_212","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_212","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2120","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2120","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2120","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2121","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2121","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2121","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2122","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2122","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2122","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2123","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2123","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2123","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2124","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2124","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2124","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2125","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2125","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2125","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2126","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2126","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2126","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2127","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2127","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2127","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2128","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2128","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2128","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2129","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2129","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2129","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_213","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_213","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_213","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2130","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2130","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2130","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2131","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2131","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2131","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2132","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2132","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2132","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2133","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2133","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2133","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2134","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2134","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2134","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2135","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2135","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2135","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2136","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2136","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2136","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2137","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2137","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2137","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2138","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2138","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2138","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2139","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2139","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2139","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_214","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_214","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_214","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2140","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2140","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2140","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2141","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2141","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2141","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2142","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2142","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2142","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2143","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2143","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2143","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2144","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2144","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2144","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2145","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2145","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2145","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2146","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2146","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2146","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2147","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2147","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2147","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2148","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2148","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2148","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2149","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2149","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2149","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_215","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_215","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_215","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2150","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2150","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2150","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2151","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2151","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2151","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2152","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2152","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2152","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2153","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2153","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2153","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2154","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2154","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2154","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2155","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2155","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2155","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2156","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2156","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2156","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2157","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2157","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2157","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2158","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2158","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2158","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2159","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2159","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2159","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_216","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_216","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_216","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2160","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2160","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2160","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2161","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2161","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2161","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2162","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2162","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2162","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2163","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2163","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2163","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2164","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2164","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2164","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2165","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2165","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2165","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2166","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2166","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2166","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2167","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2167","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2167","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2168","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2168","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2168","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2169","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2169","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2169","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_217","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_217","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_217","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2170","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2170","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2170","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2171","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2171","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2171","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2172","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2172","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2172","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2173","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2173","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2173","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2174","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2174","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2174","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2175","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2175","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2175","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2176","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2176","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2176","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2177","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2177","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2177","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2178","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2178","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2178","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2179","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2179","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2179","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_218","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_218","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_218","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2180","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2180","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2180","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2181","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2181","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2181","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2182","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2182","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2182","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2183","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2183","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2183","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2184","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2184","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2184","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2185","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2185","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2185","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2186","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2186","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2186","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2187","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2187","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2187","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2188","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2188","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2188","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2189","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2189","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2189","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_219","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_219","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_219","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2190","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2190","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2190","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2191","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2191","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2191","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2192","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2192","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2192","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2193","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2193","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2193","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2194","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2194","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2194","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2195","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2195","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2195","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2196","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2196","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2196","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2197","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2197","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2197","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2198","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2198","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2198","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2199","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2199","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2199","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_22","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_22","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_22","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_220","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_220","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_220","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2200","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2200","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2200","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2201","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2201","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2201","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2202","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2202","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2202","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2203","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2203","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2203","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2204","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2204","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2204","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2205","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2205","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2205","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2206","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2206","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2206","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2207","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2207","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2207","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2208","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2208","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2208","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2209","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2209","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2209","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_221","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_221","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_221","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2210","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2210","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2210","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2211","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2211","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2211","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2212","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2212","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2212","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2213","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2213","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2213","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2214","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2214","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2214","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2215","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2215","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2215","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2216","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2216","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2216","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2217","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2217","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2217","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2218","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2218","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2218","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2219","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2219","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2219","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_222","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_222","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_222","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2220","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2220","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2220","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2221","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2221","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2221","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2222","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2222","2","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2222","3","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
"Site_2223","1","LteFddBand_SB1_1","","","50","0","100","100","3","0",""
