"Subscriber Type Name","Name","Indoor Weight","Deep Indoor Weight","Outdoor Weight","Vehicular Weight","Service","Channel Model","Speed (km/h)"
"LTE FDD-Subscriber Type_1","Usage_1","1","0","1","0","LTE FDD-Service_1","EPA - 5 km/h","5"
