"Site ID","BTS Name","MCC","MNC","Maximum Pooled Throughput (Mbps)","eNodeB ID","Base Station Type"
"Site_3333","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3334","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3335","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3336","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3337","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3338","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3339","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_334","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3340","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3341","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3342","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3343","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3344","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3345","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3346","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3347","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3348","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3349","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_335","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3350","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3351","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3352","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3353","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3354","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3355","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3356","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3357","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3358","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3359","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_336","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3360","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3361","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3362","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3363","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3364","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3365","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3366","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3367","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3368","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3369","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_337","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3370","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3371","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3372","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3373","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3374","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3375","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3376","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3377","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3378","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3379","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_338","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3380","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3381","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3382","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3383","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3384","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3385","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3386","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3387","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3388","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3389","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_339","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3390","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3391","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3392","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3393","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3394","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3395","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3396","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3397","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3398","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3399","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_34","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_340","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3400","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3401","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3402","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3403","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3404","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3405","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3406","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3407","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3408","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3409","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_341","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3410","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3411","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3412","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3413","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3414","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3415","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3416","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3417","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3418","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3419","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_342","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3420","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3421","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3422","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3423","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3424","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3425","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3426","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3427","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3428","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3429","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_343","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3430","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3431","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3432","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3433","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3434","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3435","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3436","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3437","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3438","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3439","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_344","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3440","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3441","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3442","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3443","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3444","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3445","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3446","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3447","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3448","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3449","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_345","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3450","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3451","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3452","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3453","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3454","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3455","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3456","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3457","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3458","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3459","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_346","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3460","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3461","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3462","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3463","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3464","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3465","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3466","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3467","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3468","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3469","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_347","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3470","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3471","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3472","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3473","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3474","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3475","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3476","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3477","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3478","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3479","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_348","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3480","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3481","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3482","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3483","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3484","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3485","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3486","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3487","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3488","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3489","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_349","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3490","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3491","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3492","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3493","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3494","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3495","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3496","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3497","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3498","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3499","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_35","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_350","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3500","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3501","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3502","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3503","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3504","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3505","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3506","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3507","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3508","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3509","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_351","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3510","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3511","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3512","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3513","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3514","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3515","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3516","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3517","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3518","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3519","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_352","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3520","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3521","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3522","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3523","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3524","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3525","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3526","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3527","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3528","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3529","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_353","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3530","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3531","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3532","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3533","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3534","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3535","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3536","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3537","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3538","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3539","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_354","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3540","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3541","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3542","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3543","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3544","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3545","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3546","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3547","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3548","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3549","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_355","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3550","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3551","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3552","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3553","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3554","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3555","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3556","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3557","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3558","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3559","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_356","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3560","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3561","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3562","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3563","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3564","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3565","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3566","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3567","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3568","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3569","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_357","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3570","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3571","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3572","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3573","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3574","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3575","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3576","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3577","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3578","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3579","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_358","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3580","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3581","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3582","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3583","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3584","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3585","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3586","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3587","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3588","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3589","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_359","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3590","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3591","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3592","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3593","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3594","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3595","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3596","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3597","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3598","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3599","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_36","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_360","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3600","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3601","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3602","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3603","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3604","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3605","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3606","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3607","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3608","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3609","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_361","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3610","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3611","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3612","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3613","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3614","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3615","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3616","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3617","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3618","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3619","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_362","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3620","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3621","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3622","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3623","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3624","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3625","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3626","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3627","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3628","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3629","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_363","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3630","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3631","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3632","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3633","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3634","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3635","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3636","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3637","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3638","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3639","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_364","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3640","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3641","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3642","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3643","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3644","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3645","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3646","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3647","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3648","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3649","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_365","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3650","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3651","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3652","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3653","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3654","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3655","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3656","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3657","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3658","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3659","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_366","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3660","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3661","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3662","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3663","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3664","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3665","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3666","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3667","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3668","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3669","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_367","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3670","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3671","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3672","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3673","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3674","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3675","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3676","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3677","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3678","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3679","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_368","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3680","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3681","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3682","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3683","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3684","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3685","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3686","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3687","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3688","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3689","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_369","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3690","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3691","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_3692","LTE FDD","0","0","100","","LTE FDD_BTS_1"
