"Site ID","BTS Name","MCC","MNC","Maximum Pooled Throughput (Mbps)","eNodeB ID","Base Station Type"
"Site_1746","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1747","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1748","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1749","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_175","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1750","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1751","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1752","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1753","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1754","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1755","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1756","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1757","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1758","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1759","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_176","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1760","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1761","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1762","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1763","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1764","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1765","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1766","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1767","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1768","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1769","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_177","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1770","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1771","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1772","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1773","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1774","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1775","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1776","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1777","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1778","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1779","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_178","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1780","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1781","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1782","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1783","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1784","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1785","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1786","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1787","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1788","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1789","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_179","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1790","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1791","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1792","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1793","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1794","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1795","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1796","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1797","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1798","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1799","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_18","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_180","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1800","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1801","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1802","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1803","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1804","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1805","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1806","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1807","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1808","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1809","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_181","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1810","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1811","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1812","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1813","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1814","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1815","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1816","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1817","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1818","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1819","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_182","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1820","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1821","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1822","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1823","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1824","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1825","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1826","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1827","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1828","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1829","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_183","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1830","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1831","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1832","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1833","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1834","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1835","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1836","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1837","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1838","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1839","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_184","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1840","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1841","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1842","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1843","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1844","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1845","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1846","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1847","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1848","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1849","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_185","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1850","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1851","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1852","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1853","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1854","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1855","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1856","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1857","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1858","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1859","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_186","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1860","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1861","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1862","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1863","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1864","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1865","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1866","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1867","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1868","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1869","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_187","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1870","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1871","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1872","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1873","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1874","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1875","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1876","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1877","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1878","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1879","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_188","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1880","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1881","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1882","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1883","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1884","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1885","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1886","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1887","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1888","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1889","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_189","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1890","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1891","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1892","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1893","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1894","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1895","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1896","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1897","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1898","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1899","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_19","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_190","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1900","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1901","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1902","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1903","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1904","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1905","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1906","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1907","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1908","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1909","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_191","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1910","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1911","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1912","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1913","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1914","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1915","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1916","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1917","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1918","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1919","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_192","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1920","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1921","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1922","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1923","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1924","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1925","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1926","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1927","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1928","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1929","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_193","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1930","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1931","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1932","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1933","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1934","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1935","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1936","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1937","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1938","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1939","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_194","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1940","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1941","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1942","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1943","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1944","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1945","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1946","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1947","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1948","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1949","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_195","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1950","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1951","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1952","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1953","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1954","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1955","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1956","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1957","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1958","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1959","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_196","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1960","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1961","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1962","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1963","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1964","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1965","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1966","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1967","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1968","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1969","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_197","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1970","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1971","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1972","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1973","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1974","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1975","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1976","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1977","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1978","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1979","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_198","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1980","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1981","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1982","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1983","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1984","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1985","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1986","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1987","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1988","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1989","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_199","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1990","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1991","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1992","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1993","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1994","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1995","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1996","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1997","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1998","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_1999","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_20","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_200","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2000","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2001","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2002","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2003","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2004","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2005","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2006","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2007","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2008","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2009","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_201","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2010","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2011","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2012","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2013","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2014","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2015","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2016","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2017","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2018","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2019","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_202","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2020","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2021","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2022","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2023","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2024","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2025","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2026","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2027","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2028","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2029","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_203","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2030","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2031","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2032","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2033","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2034","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2035","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2036","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2037","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2038","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2039","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_204","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2040","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2041","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2042","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2043","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2044","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2045","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2046","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2047","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2048","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2049","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_205","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2050","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2051","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2052","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2053","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2054","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2055","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2056","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2057","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2058","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2059","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_206","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2060","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2061","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2062","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2063","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2064","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2065","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2066","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2067","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2068","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2069","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_207","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2070","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2071","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2072","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2073","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2074","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2075","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2076","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2077","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2078","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2079","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_208","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2080","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2081","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2082","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2083","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2084","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2085","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2086","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2087","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2088","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2089","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_209","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2090","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2091","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2092","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2093","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2094","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2095","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2096","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2097","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2098","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2099","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_21","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_210","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2100","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2101","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2102","LTE FDD","0","0","100","","LTE FDD_BTS_1"
"Site_2103","LTE FDD","0","0","100","","LTE FDD_BTS_1"
